#,Level ( mm ), Moisture Sensor 2( % ), Moisture Sensor 3( % ),Date
35276,27,-11,34,2021-09-20 11:29:19
35277,26,-11,34,2021-09-20 11:30:19
35278,26,-11,34,2021-09-20 11:31:19
35279,25,-11,35,2021-09-20 11:32:19
35280,23,-11,34,2021-09-20 11:33:19
35281,25,-11,34,2021-09-20 11:34:20
35282,26,-11,35,2021-09-20 11:35:19
35283,26,-11,34,2021-09-20 11:36:19
35284,26,-11,34,2021-09-20 11:37:19
35285,26,-11,34,2021-09-20 11:38:20
35286,26,-11,34,2021-09-20 11:39:20
35287,27,-11,35,2021-09-20 11:40:20
35288,26,-11,34,2021-09-20 11:41:21
35289,26,-11,34,2021-09-20 11:42:20
35290,25,-11,34,2021-09-20 11:43:20
35291,27,-11,34,2021-09-20 11:44:20
35292,27,-11,34,2021-09-20 11:45:20
35293,26,-11,34,2021-09-20 11:46:21
35294,26,-11,34,2021-09-20 11:47:21
35295,26,-11,34,2021-09-20 11:48:21
35296,25,-11,34,2021-09-20 11:49:21
35297,26,-11,34,2021-09-20 11:50:21
35298,27,-11,34,2021-09-20 11:51:21
35299,26,-11,34,2021-09-20 11:52:21
35300,28,-11,34,2021-09-20 11:53:22
35301,26,-11,34,2021-09-20 11:54:22
35302,27,-11,34,2021-09-20 11:55:23
35303,27,-11,34,2021-09-20 11:56:22
35304,28,-11,34,2021-09-20 11:57:23
35305,27,-11,34,2021-09-20 11:58:22
35306,28,-11,34,2021-09-20 11:59:22
35307,27,-11,35,2021-09-20 12:00:23
35308,27,-11,34,2021-09-20 12:01:23
35309,26,-11,34,2021-09-20 12:02:23
35310,28,-11,34,2021-09-20 12:03:23
35311,26,-11,34,2021-09-20 12:04:23
35312,27,-11,34,2021-09-20 12:05:24
35313,27,-11,34,2021-09-20 12:06:24
35314,27,-11,34,2021-09-20 12:07:24
35315,27,-11,34,2021-09-20 12:08:24
35316,27,-11,34,2021-09-20 12:09:24
35317,27,-11,34,2021-09-20 12:10:24
35318,26,-11,34,2021-09-20 12:11:24
35319,26,-11,34,2021-09-20 12:12:25
35320,26,-11,34,2021-09-20 12:13:24
35321,28,-11,34,2021-09-20 12:14:25
35322,26,-11,34,2021-09-20 12:15:25
35323,28,-11,34,2021-09-20 12:16:25
35324,27,-11,34,2021-09-20 12:17:25
35325,26,-11,34,2021-09-20 12:18:26
35326,27,-11,34,2021-09-20 12:19:25
35327,28,-11,34,2021-09-20 12:20:26
35328,27,-11,34,2021-09-20 12:21:26
35329,27,-11,34,2021-09-20 12:22:26
35330,27,-11,34,2021-09-20 12:23:26
35331,27,-11,34,2021-09-20 12:24:26
35332,27,-11,35,2021-09-20 12:25:26
35333,27,-11,34,2021-09-20 12:26:26
35334,27,-11,34,2021-09-20 12:27:26
35335,27,-11,34,2021-09-20 12:28:26
35336,27,-11,34,2021-09-20 12:29:27
35337,25,-11,34,2021-09-20 12:30:27
35338,26,-11,34,2021-09-20 12:31:27
35339,27,-11,34,2021-09-20 12:32:27
35340,26,-11,34,2021-09-20 12:33:27
35341,27,-11,34,2021-09-20 12:34:27
35342,27,-11,35,2021-09-20 12:35:27
35343,26,-11,34,2021-09-20 12:36:27
35344,26,-11,35,2021-09-20 12:37:28
35345,27,-11,34,2021-09-20 12:38:28
35346,28,-11,34,2021-09-20 12:39:28
35347,27,-11,34,2021-09-20 12:40:28
35348,26,-11,34,2021-09-20 12:41:28
35349,27,-11,35,2021-09-20 12:42:29
35350,27,-11,34,2021-09-20 12:43:29
35351,28,-11,34,2021-09-20 12:44:29
35352,26,-11,34,2021-09-20 12:45:29
35353,28,-11,35,2021-09-20 12:46:29
35354,27,-11,34,2021-09-20 12:47:29
35355,28,-11,35,2021-09-20 12:48:29
35356,27,-11,34,2021-09-20 12:49:29
35357,27,-11,34,2021-09-20 12:50:30
35358,27,-11,34,2021-09-20 12:51:30
35359,27,-11,34,2021-09-20 12:52:30
35360,27,-11,35,2021-09-20 12:53:30
35361,27,-11,34,2021-09-20 12:54:30
35362,26,-11,34,2021-09-20 12:55:30
35363,27,-11,34,2021-09-20 12:56:30
35364,28,-11,34,2021-09-20 12:57:30
35365,27,-11,34,2021-09-20 12:58:31
35366,26,-11,34,2021-09-20 12:59:31
35367,26,-11,34,2021-09-20 13:00:31
35368,27,-11,35,2021-09-20 13:01:31
35369,27,-11,34,2021-09-20 13:02:31
35370,27,-11,34,2021-09-20 13:03:31
35371,27,-11,34,2021-09-20 13:04:31
35372,26,-11,35,2021-09-20 13:05:32
35373,25,-11,35,2021-09-20 13:06:32
35374,26,-11,35,2021-09-20 13:07:32
35375,26,-11,34,2021-09-20 13:08:32
35376,26,-11,34,2021-09-20 13:09:32
35377,27,-11,34,2021-09-20 13:10:32
35378,28,-11,35,2021-09-20 13:11:33
35379,26,-11,34,2021-09-20 13:12:33
35380,27,-11,34,2021-09-20 13:13:33
35381,27,-11,34,2021-09-20 13:14:33
35382,26,-11,34,2021-09-20 13:15:33
35383,26,-11,34,2021-09-20 13:16:33
35384,28,-11,34,2021-09-20 13:17:34
35385,26,-11,35,2021-09-20 13:18:34
35386,27,-11,34,2021-09-20 13:19:33
35387,27,-11,35,2021-09-20 13:20:34
35388,27,-11,34,2021-09-20 13:21:34
35389,27,-11,35,2021-09-20 13:22:34
35390,27,-11,34,2021-09-20 13:23:34
35391,26,-11,34,2021-09-20 13:24:34
35392,27,-11,34,2021-09-20 13:25:34
35393,28,-11,34,2021-09-20 13:26:35
35394,26,-11,35,2021-09-20 13:27:35
35395,27,-11,34,2021-09-20 13:28:35
35396,26,-11,34,2021-09-20 13:29:35
35397,28,-11,35,2021-09-20 13:30:35
35398,28,-11,34,2021-09-20 13:31:35
35399,26,-11,35,2021-09-20 13:32:35
35400,27,-11,35,2021-09-20 13:33:35
35401,26,-11,34,2021-09-20 13:34:36
35402,27,-11,35,2021-09-20 13:35:36
35403,27,-11,34,2021-09-20 13:36:36
35404,27,-11,35,2021-09-20 13:37:36
35405,27,-11,34,2021-09-20 13:38:36
35406,27,-11,35,2021-09-20 13:39:36
35407,27,-11,34,2021-09-20 13:40:36
35408,26,-11,34,2021-09-20 13:41:36
35409,27,-11,34,2021-09-20 13:42:36
35410,28,-11,34,2021-09-20 13:43:37
35411,27,-11,35,2021-09-20 13:44:37
35412,27,-11,34,2021-09-20 13:45:37
35413,26,-11,34,2021-09-20 13:46:37
35414,27,-11,34,2021-09-20 13:47:38
35415,26,-11,34,2021-09-20 13:48:38
35416,27,-11,34,2021-09-20 13:49:38
35417,27,-11,34,2021-09-20 13:50:38
35418,27,-11,34,2021-09-20 13:51:38
35419,27,-11,34,2021-09-20 13:52:38
35420,26,-11,35,2021-09-20 13:53:38
35421,27,-11,34,2021-09-20 13:54:39
35422,26,-11,35,2021-09-20 13:55:40
35423,28,-11,35,2021-09-20 13:56:39
35424,27,-11,34,2021-09-20 13:57:39
35425,27,-11,34,2021-09-20 13:58:39
35426,27,-11,34,2021-09-20 13:59:39
35427,27,-11,34,2021-09-20 14:00:40
35428,27,-11,34,2021-09-20 14:01:40
35429,26,-11,34,2021-09-20 14:02:40
35430,27,-11,35,2021-09-20 14:03:39
35431,27,-11,34,2021-09-20 14:04:40
35432,27,-11,35,2021-09-20 14:05:40
35433,26,-11,34,2021-09-20 14:06:40
35434,25,-11,34,2021-09-20 14:07:40
35435,27,-11,35,2021-09-20 14:08:40
35436,26,-11,34,2021-09-20 14:09:40
35437,26,-11,34,2021-09-20 14:10:41
35438,27,-11,34,2021-09-20 14:11:41
35439,26,-11,34,2021-09-20 14:12:41
35440,27,-11,34,2021-09-20 14:13:41
35441,27,-11,35,2021-09-20 14:14:41
35442,27,-11,34,2021-09-20 14:15:41
35443,28,-11,35,2021-09-20 14:16:41
35444,26,-11,35,2021-09-20 14:17:41
35445,25,-11,34,2021-09-20 14:18:42
35446,27,-11,34,2021-09-20 14:19:42
35447,26,-11,34,2021-09-20 14:20:42
35448,26,-11,34,2021-09-20 14:21:42
35449,27,-11,35,2021-09-20 14:22:42
35450,27,-11,35,2021-09-20 14:23:42
35451,26,-11,35,2021-09-20 14:24:42
35452,27,-11,34,2021-09-20 14:25:43
35453,26,-11,34,2021-09-20 14:26:43
35454,27,-11,34,2021-09-20 14:27:43
35455,26,-11,35,2021-09-20 14:28:43
35456,27,-11,34,2021-09-20 14:29:43
35457,26,-11,35,2021-09-20 14:30:43
35458,28,-11,34,2021-09-20 14:31:44
35459,27,-11,35,2021-09-20 14:32:43
35460,28,-11,34,2021-09-20 14:33:44
35461,28,-11,34,2021-09-20 14:34:44
35462,27,-11,34,2021-09-20 14:35:44
35463,27,-11,35,2021-09-20 14:36:45
35464,26,-11,35,2021-09-20 14:37:44
35465,27,-11,34,2021-09-20 14:38:44
35466,27,-11,35,2021-09-20 14:39:44
35467,27,-11,35,2021-09-20 14:40:45
35468,27,-11,34,2021-09-20 14:41:45
35469,27,-11,34,2021-09-20 14:42:45
35470,26,-11,34,2021-09-20 14:43:45
35471,26,-11,34,2021-09-20 14:44:45
35472,27,-11,35,2021-09-20 14:45:46
35473,26,-11,34,2021-09-20 14:46:46
35474,27,-11,35,2021-09-20 14:47:47
35475,26,-11,34,2021-09-20 14:48:46
35476,27,-11,35,2021-09-20 14:49:46
35477,26,-11,34,2021-09-20 14:50:46
35478,26,-11,34,2021-09-20 14:51:46
35479,26,-11,34,2021-09-20 14:52:46
35480,27,-11,34,2021-09-20 14:53:46
35481,27,-11,34,2021-09-20 14:54:46
35482,28,-11,35,2021-09-20 14:55:47
35483,26,-11,34,2021-09-20 14:56:47
35484,27,-11,34,2021-09-20 14:57:47
35485,27,-11,34,2021-09-20 14:58:47
35486,27,-11,35,2021-09-20 14:59:47
35487,25,-11,35,2021-09-20 15:00:47
35488,26,-11,35,2021-09-20 15:01:47
35489,26,-11,34,2021-09-20 15:02:48
35490,27,-11,34,2021-09-20 15:03:48
35491,26,-11,34,2021-09-20 15:04:48
35492,27,-11,35,2021-09-20 15:05:49
35493,27,-11,34,2021-09-20 15:06:48
35494,26,-11,34,2021-09-20 15:07:48
35495,26,-11,35,2021-09-20 15:08:48
35496,26,-11,34,2021-09-20 15:09:48
35497,27,-11,34,2021-09-20 15:10:49
35498,26,-11,34,2021-09-20 15:11:49
35499,26,-11,34,2021-09-20 15:12:49
35500,26,-11,34,2021-09-20 15:13:49
35501,26,-11,34,2021-09-20 15:14:49
35502,26,-11,34,2021-09-20 15:15:49
35503,28,-11,35,2021-09-20 15:16:50
35504,28,-11,34,2021-09-20 15:17:50
35505,26,-11,34,2021-09-20 15:18:50
35506,27,-11,34,2021-09-20 15:19:50
35507,27,-11,34,2021-09-20 15:20:50
35508,27,-11,35,2021-09-20 15:21:50
35509,25,-11,34,2021-09-20 15:22:50
35510,27,-11,34,2021-09-20 15:23:50
35511,27,-11,35,2021-09-20 15:24:51
35512,26,-11,34,2021-09-20 15:25:51
35513,26,-11,34,2021-09-20 15:26:51
35514,27,-11,34,2021-09-20 15:27:51
35515,25,-11,34,2021-09-20 15:28:51
35516,26,-11,34,2021-09-20 15:29:51
35517,27,-11,34,2021-09-20 15:30:51
35518,26,-11,34,2021-09-20 15:31:51
35519,27,-11,34,2021-09-20 15:32:52
35520,26,-11,34,2021-09-20 15:33:52
35521,27,-11,35,2021-09-20 15:34:52
35522,26,-11,34,2021-09-20 15:35:52
35523,26,-11,34,2021-09-20 15:36:52
35524,26,-11,34,2021-09-20 15:37:53
35525,26,-11,35,2021-09-20 15:38:53
35526,26,-11,34,2021-09-20 15:39:52
35527,26,-11,34,2021-09-20 15:40:53
35528,26,-11,34,2021-09-20 15:41:53
35529,25,-11,34,2021-09-20 15:42:53
35530,26,-11,34,2021-09-20 15:43:53
35531,26,-11,34,2021-09-20 15:44:53
35532,26,-11,34,2021-09-20 15:45:54
35533,26,-11,35,2021-09-20 15:46:53
35534,27,-11,34,2021-09-20 15:47:54
35535,26,-11,34,2021-09-20 15:48:54
35536,27,-11,34,2021-09-20 15:49:54
35537,26,-11,34,2021-09-20 15:50:54
35538,26,-11,35,2021-09-20 15:51:54
35539,27,-11,35,2021-09-20 15:52:54
35540,26,-11,35,2021-09-20 15:53:54
35541,26,-11,34,2021-09-20 15:54:55
35542,27,-11,34,2021-09-20 15:55:55
35543,26,-11,35,2021-09-20 15:56:55
35544,26,-11,34,2021-09-20 15:57:55
35545,27,-11,34,2021-09-20 15:58:55
35546,26,-11,34,2021-09-20 15:59:55
35547,26,-11,34,2021-09-20 16:00:55
35548,26,-11,34,2021-09-20 16:01:56
35549,25,-11,34,2021-09-20 16:02:56
35550,27,-11,34,2021-09-20 16:03:56
35551,26,-11,34,2021-09-20 16:04:56
35552,26,-11,34,2021-09-20 16:05:56
35553,26,-11,34,2021-09-20 16:06:56
35554,26,-11,34,2021-09-20 16:07:56
35555,27,-11,34,2021-09-20 16:08:56
35556,26,-11,34,2021-09-20 16:09:57
35557,26,-11,34,2021-09-20 16:10:57
35558,26,-11,34,2021-09-20 16:11:57
35559,26,-11,35,2021-09-20 16:12:57
35560,26,-11,34,2021-09-20 16:13:57
35561,26,-11,34,2021-09-20 16:14:57
35562,27,-11,34,2021-09-20 16:15:57
35563,26,-11,35,2021-09-20 16:16:58
35564,26,-11,34,2021-09-20 16:17:58
35565,26,-11,35,2021-09-20 16:18:58
35566,27,-11,34,2021-09-20 16:19:58
35567,26,-11,34,2021-09-20 16:20:58
35568,27,-11,34,2021-09-20 16:21:58
35569,26,-11,34,2021-09-20 16:22:58
35570,25,-11,34,2021-09-20 16:23:59
35571,27,-11,34,2021-09-20 16:24:59
35572,26,-11,34,2021-09-20 16:25:59
35573,26,-11,34,2021-09-20 16:26:59
35574,26,-11,35,2021-09-20 16:27:59
35575,26,-11,34,2021-09-20 16:28:59
35576,27,-11,35,2021-09-20 16:30:00
35577,26,-11,34,2021-09-20 16:30:59
35578,26,-11,34,2021-09-20 16:32:00
35579,25,-11,35,2021-09-20 16:33:00
35580,26,-11,34,2021-09-20 16:34:00
35581,26,-11,35,2021-09-20 16:35:00
35582,27,-11,34,2021-09-20 16:36:00
35583,26,-11,34,2021-09-20 16:37:00
35584,26,-11,34,2021-09-20 16:38:00
35585,26,-11,34,2021-09-20 16:39:00
35586,27,-11,34,2021-09-20 16:40:01
35587,27,-11,35,2021-09-20 16:41:01
35588,26,-11,34,2021-09-20 16:42:01
35589,26,-11,34,2021-09-20 16:43:01
35590,27,-11,34,2021-09-20 16:44:02
35591,25,-11,34,2021-09-20 16:45:02
35592,25,-11,34,2021-09-20 16:46:02
35593,25,-11,34,2021-09-20 16:47:02
35594,26,-11,34,2021-09-20 16:48:02
35595,26,-11,34,2021-09-20 16:49:02
35596,27,-11,34,2021-09-20 16:50:02
35597,25,-11,34,2021-09-20 16:53:03
35598,25,-11,34,2021-09-20 16:54:03
35599,25,-11,34,2021-09-20 16:55:03
35600,26,-11,35,2021-09-20 16:56:03
35601,26,-11,34,2021-09-20 16:57:03
35602,26,-11,34,2021-09-20 16:58:03
35603,26,-11,34,2021-09-20 16:59:03
35604,25,-11,34,2021-09-20 17:00:03
35605,25,-11,35,2021-09-20 17:01:04
35606,24,-11,34,2021-09-20 17:02:04
35607,26,-11,34,2021-09-20 17:03:04
35608,26,-11,34,2021-09-20 17:04:04
35609,26,-11,34,2021-09-20 17:05:04
35610,26,-11,34,2021-09-20 17:06:04
35611,26,-11,35,2021-09-20 17:07:05
35612,26,-11,34,2021-09-20 17:08:05
35613,26,-11,34,2021-09-20 17:09:05
35614,26,-11,35,2021-09-20 17:10:05
35615,26,-11,34,2021-09-20 17:11:05
35616,26,-11,34,2021-09-20 17:12:05
35617,26,-11,34,2021-09-20 17:13:06
35618,26,-11,34,2021-09-20 17:14:06
35619,26,-11,34,2021-09-20 17:15:06
35620,25,-11,34,2021-09-20 17:16:06
35621,25,-11,35,2021-09-20 17:17:06
35622,25,-11,34,2021-09-20 17:18:06
35623,26,-11,35,2021-09-20 17:19:06
35624,26,-11,34,2021-09-20 17:20:06
35625,25,-11,34,2021-09-20 17:21:06
35626,25,-11,35,2021-09-20 17:22:06
35627,25,-11,34,2021-09-20 17:23:07
35628,25,-11,34,2021-09-20 17:24:07
35629,26,-11,34,2021-09-20 17:25:07
35630,25,-11,35,2021-09-20 17:26:07
35631,25,-11,34,2021-09-20 17:27:07
35632,25,-11,34,2021-09-20 17:28:07
35633,25,-11,34,2021-09-20 17:29:08
35634,26,-11,35,2021-09-20 17:30:08
35635,26,-11,35,2021-09-20 17:31:08
35636,25,-11,35,2021-09-20 17:32:08
35637,26,-11,34,2021-09-20 17:33:08
35638,26,-11,35,2021-09-20 17:34:08
35639,25,-11,34,2021-09-20 17:35:08
35640,25,-11,34,2021-09-20 17:36:08
35641,25,-11,35,2021-09-20 17:37:09
35642,25,-11,35,2021-09-20 17:38:09
35643,25,-11,35,2021-09-20 17:39:09
35644,25,-11,35,2021-09-20 17:40:09
35645,25,-11,35,2021-09-20 17:41:09
35646,25,-11,34,2021-09-20 17:42:09
35647,25,-11,34,2021-09-20 17:43:09
35648,27,-11,34,2021-09-20 17:44:10
35649,25,-11,35,2021-09-20 17:45:10
35650,25,-11,35,2021-09-20 17:46:10
35651,26,-11,35,2021-09-20 17:47:10
35652,25,-11,35,2021-09-20 17:48:10
35653,26,-11,35,2021-09-20 17:49:10
35654,26,-11,34,2021-09-20 17:50:10
35655,26,-11,35,2021-09-20 17:51:10
35656,26,-11,34,2021-09-20 17:52:11
35657,25,-11,34,2021-09-20 17:53:11
35658,26,-11,35,2021-09-20 17:54:11
35659,27,-11,35,2021-09-20 17:55:11
35660,26,-11,34,2021-09-20 17:56:11
35661,26,-11,34,2021-09-20 17:57:11
35662,25,-11,34,2021-09-20 17:58:11
35663,27,-11,35,2021-09-20 17:59:11
35664,25,-11,34,2021-09-20 18:00:12
35665,25,-11,34,2021-09-20 18:01:12
35666,26,-11,35,2021-09-20 18:02:12
35667,24,-11,34,2021-09-20 18:03:12
35668,26,-11,35,2021-09-20 18:04:12
35669,25,-11,35,2021-09-20 18:05:13
35670,26,-11,35,2021-09-20 18:06:12
35671,24,-11,34,2021-09-20 18:07:13
35672,25,-11,34,2021-09-20 18:08:13
35673,24,-11,34,2021-09-20 18:09:13
35674,26,-11,35,2021-09-20 18:10:13
35675,27,-11,34,2021-09-20 18:11:13
35676,26,-11,34,2021-09-20 18:12:13
35677,26,-11,34,2021-09-20 18:13:14
35678,26,-11,34,2021-09-20 18:14:13
35679,26,-11,35,2021-09-20 18:15:14
35680,25,-11,35,2021-09-20 18:16:14
35681,26,-11,35,2021-09-20 18:17:14
35682,25,-11,35,2021-09-20 18:18:14
35683,27,-11,34,2021-09-20 18:19:14
35684,25,-11,34,2021-09-20 18:20:14
35685,26,-11,34,2021-09-20 18:21:14
35686,25,-11,34,2021-09-20 18:22:15
35687,25,-11,35,2021-09-20 18:23:15
35688,25,-11,34,2021-09-20 18:24:15
35689,25,-11,35,2021-09-20 18:25:15
35690,25,-11,34,2021-09-20 18:26:15
35691,26,-11,34,2021-09-20 18:27:15
35692,27,-11,34,2021-09-20 18:28:15
35693,25,-11,35,2021-09-20 18:29:16
35694,26,-11,35,2021-09-20 18:30:16
35695,25,-11,35,2021-09-20 18:31:16
35696,25,-11,34,2021-09-20 18:32:16
35697,26,-11,35,2021-09-20 18:33:16
35698,25,-11,35,2021-09-20 18:34:16
35699,25,-11,34,2021-09-20 18:35:16
35700,25,-11,35,2021-09-20 18:36:17
35701,24,-11,34,2021-09-20 18:37:17
35702,25,-11,35,2021-09-20 18:38:17
35703,25,-11,34,2021-09-20 18:39:17
35704,27,-11,34,2021-09-20 18:40:17
35705,25,-11,34,2021-09-20 18:41:17
35706,25,-11,35,2021-09-20 18:42:17
35707,24,-11,34,2021-09-20 18:43:18
35708,26,-11,35,2021-09-20 18:44:18
35709,25,-11,34,2021-09-20 18:45:18
35710,26,-11,35,2021-09-20 18:46:18
35711,25,-11,35,2021-09-20 18:47:18
35712,25,-11,34,2021-09-20 18:48:18
35713,25,-11,34,2021-09-20 18:49:18
35714,25,-11,34,2021-09-20 18:50:18
35715,25,-11,34,2021-09-20 18:51:19
35716,25,-11,34,2021-09-20 18:52:19
35717,26,-11,34,2021-09-20 18:53:19
35718,26,-11,35,2021-09-20 18:54:19
35719,26,-11,34,2021-09-20 18:55:19
35720,25,-11,34,2021-09-20 18:56:19
35721,25,-11,34,2021-09-20 18:57:20
35722,25,-11,35,2021-09-20 18:58:20
35723,24,-11,34,2021-09-20 18:59:20
35724,25,-11,34,2021-09-20 19:00:20
35725,25,-11,35,2021-09-20 19:01:20
35726,26,-11,34,2021-09-20 19:02:20
35727,25,-11,34,2021-09-20 19:03:20
35728,24,-11,34,2021-09-20 19:04:20
35729,26,-11,35,2021-09-20 19:05:20
35730,25,-11,34,2021-09-20 19:06:21
35731,25,-11,35,2021-09-20 19:07:21
35732,25,-11,35,2021-09-20 19:08:21
35733,25,-11,34,2021-09-20 19:09:21
35734,26,-11,34,2021-09-20 19:10:21
35735,26,-11,34,2021-09-20 19:11:21
35736,25,-11,35,2021-09-20 19:12:21
35737,25,-11,34,2021-09-20 19:13:22
35738,25,-11,34,2021-09-20 19:14:22
35739,26,-11,35,2021-09-20 19:15:22
35740,25,-11,34,2021-09-20 19:16:22
35741,25,-11,34,2021-09-20 19:17:22
35742,25,-11,34,2021-09-20 19:18:22
35743,26,-11,34,2021-09-20 19:19:22
35744,25,-11,35,2021-09-20 19:20:22
35745,25,-11,34,2021-09-20 19:21:23
35746,25,-11,34,2021-09-20 19:22:23
35747,25,-11,34,2021-09-20 19:23:23
35748,26,-11,35,2021-09-20 19:24:23
35749,25,-11,35,2021-09-20 19:25:23
35750,25,-11,34,2021-09-20 19:26:23
35751,24,-11,34,2021-09-20 19:27:24
35752,24,-11,34,2021-09-20 19:28:24
35753,24,-11,34,2021-09-20 19:29:24
35754,24,-11,34,2021-09-20 19:30:24
35755,25,-11,34,2021-09-20 19:31:24
35756,26,-11,34,2021-09-20 19:32:24
35757,25,-11,34,2021-09-20 19:33:24
35758,25,-11,34,2021-09-20 19:34:24
35759,25,-11,34,2021-09-20 19:35:25
35760,25,-11,35,2021-09-20 19:36:25
35761,24,-11,34,2021-09-20 19:37:25
35762,26,-11,34,2021-09-20 19:38:25
35763,25,-11,35,2021-09-20 19:39:25
35764,25,-11,35,2021-09-20 19:40:25
35765,25,-11,34,2021-09-20 19:41:26
35766,26,-11,34,2021-09-20 19:42:26
35767,25,-11,34,2021-09-20 19:43:26
35768,24,-11,34,2021-09-20 19:44:26
35769,25,-11,34,2021-09-20 19:45:26
35770,24,-11,34,2021-09-20 19:46:26
35771,24,-11,34,2021-09-20 19:47:26
35772,25,-11,35,2021-09-20 19:48:27
35773,25,-11,34,2021-09-20 19:49:27
35774,25,-11,34,2021-09-20 19:50:27
35775,25,-11,34,2021-09-20 19:51:27
35776,24,-11,34,2021-09-20 19:52:27
35777,25,-11,35,2021-09-20 19:53:27
35778,25,-11,35,2021-09-20 19:54:27
35779,25,-11,34,2021-09-20 19:55:28
35780,24,-11,34,2021-09-20 19:56:28
35781,24,-11,35,2021-09-20 19:57:28
35782,25,-11,35,2021-09-20 19:58:28
35783,25,-11,34,2021-09-20 19:59:28
35784,24,-11,34,2021-09-20 20:00:30
35785,25,-11,34,2021-09-20 20:01:28
35786,24,-11,34,2021-09-20 20:02:28
35787,24,-11,34,2021-09-20 20:03:28
35788,26,-11,34,2021-09-20 20:04:29
35789,25,-11,35,2021-09-20 20:05:29
35790,24,-11,34,2021-09-20 20:06:29
35791,23,-11,34,2021-09-20 20:07:29
35792,25,-11,34,2021-09-20 20:08:29
35793,25,-11,34,2021-09-20 20:09:29
35794,24,-11,34,2021-09-20 20:10:29
35795,24,-11,35,2021-09-20 20:11:30
35796,24,-11,34,2021-09-20 20:12:30
35797,25,-11,35,2021-09-20 20:13:30
35798,25,-11,34,2021-09-20 20:14:30
35799,25,-11,34,2021-09-20 20:15:30
35800,25,-11,34,2021-09-20 20:16:30
35801,24,-11,34,2021-09-20 20:17:31
35802,25,-11,34,2021-09-20 20:18:31
35803,25,-11,34,2021-09-20 20:19:31
35804,25,-11,34,2021-09-20 20:20:31
35805,26,-11,35,2021-09-20 20:21:31
35806,24,-11,35,2021-09-20 20:22:31
35807,25,-11,34,2021-09-20 20:23:31
35808,25,-11,34,2021-09-20 20:24:31
35809,24,-11,35,2021-09-20 20:25:32
35810,24,-11,34,2021-09-20 20:26:32
35811,23,-11,34,2021-09-20 20:27:32
35812,25,-11,34,2021-09-20 20:28:32
35813,25,-11,34,2021-09-20 20:29:32
35814,24,-11,34,2021-09-20 20:30:32
35815,24,-11,34,2021-09-20 20:31:33
35816,25,-11,34,2021-09-20 20:32:32
35817,24,-11,34,2021-09-20 20:33:33
35818,25,-11,34,2021-09-20 20:34:33
35819,24,-11,34,2021-09-20 20:35:33
35820,24,-11,34,2021-09-20 20:36:33
35821,23,-11,34,2021-09-20 20:37:33
35822,25,-11,35,2021-09-20 20:38:33
35823,24,-11,35,2021-09-20 20:39:34
35824,24,-11,35,2021-09-20 20:40:34
35825,23,-11,35,2021-09-20 20:41:34
35826,24,-11,35,2021-09-20 20:42:34
35827,25,-11,34,2021-09-20 20:43:34
35828,24,-11,34,2021-09-20 20:44:34
35829,25,-11,34,2021-09-20 20:45:34
35830,24,-11,34,2021-09-20 20:46:34
35831,24,-11,34,2021-09-20 20:47:35
35832,23,-11,34,2021-09-20 20:48:35
35833,24,-11,34,2021-09-20 20:49:35
35834,24,-11,34,2021-09-20 20:50:35
35835,24,-11,35,2021-09-20 20:51:35
35836,24,-11,35,2021-09-20 20:52:35
35837,24,-11,34,2021-09-20 20:53:35
35838,24,-11,34,2021-09-20 20:54:35
35839,24,-11,34,2021-09-20 20:55:36
35840,24,-11,35,2021-09-20 20:56:36
35841,24,-11,34,2021-09-20 20:57:36
35842,25,-11,34,2021-09-20 20:58:36
35843,24,-11,35,2021-09-20 20:59:36
35844,25,-11,34,2021-09-20 21:00:36
35845,24,-11,34,2021-09-20 21:01:36
35846,24,-11,34,2021-09-20 21:02:36
35847,24,-11,34,2021-09-20 21:03:37
35848,24,-11,35,2021-09-20 21:04:37
35849,24,-11,34,2021-09-20 21:05:37
35850,24,-11,34,2021-09-20 21:06:37
35851,24,-11,34,2021-09-20 21:07:37
35852,24,-11,34,2021-09-20 21:08:37
35853,24,-11,34,2021-09-20 21:09:38
35854,23,-11,34,2021-09-20 21:10:38
35855,23,-11,34,2021-09-20 21:11:38
35856,25,-11,34,2021-09-20 21:12:38
35857,24,-11,34,2021-09-20 21:13:38
35858,23,-11,34,2021-09-20 21:14:38
35859,25,-11,35,2021-09-20 21:15:38
35860,23,-11,35,2021-09-20 21:16:38
35861,24,-11,35,2021-09-20 21:17:39
35862,24,-11,34,2021-09-20 21:18:39
35863,24,-11,34,2021-09-20 21:19:39
35864,24,-11,34,2021-09-20 21:20:39
35865,24,-11,34,2021-09-20 21:21:39
35866,24,-11,35,2021-09-20 21:22:40
35867,25,-11,35,2021-09-20 21:23:40
35868,25,-11,34,2021-09-20 21:24:39
35869,25,-11,34,2021-09-20 21:25:40
35870,24,-11,34,2021-09-20 21:26:40
35871,25,-11,34,2021-09-20 21:27:40
35872,23,-11,34,2021-09-20 21:28:40
35873,24,-11,34,2021-09-20 21:29:40
35874,24,-11,34,2021-09-20 21:30:40
35875,24,-11,35,2021-09-20 21:31:40
35876,24,-11,34,2021-09-20 21:32:41
35877,24,-11,35,2021-09-20 21:33:41
35878,23,-11,34,2021-09-20 21:34:41
35879,25,-11,34,2021-09-20 21:35:41
35880,25,-11,34,2021-09-20 21:36:41
35881,25,-11,34,2021-09-20 21:37:41
